game_id,game_date,DayOfWeek,location,game_duration,final_score_red,final_score_blue,winner,player_id,player_canonical_name,team_color,player_role,player_goals,player_own_goals,player_assists,player_saves,referee,attendance_count,season,recorded_by,rating_raw,player_comment
G022310,2023-01-30,Monday,YNOV TOULOUSE,720,9,4,RED,P0249,Sam Kovacs,RED,DEFENSE,8,0,3,9,NONE,7,2024/2025,auto_recorder,,team spirit high
G013469,2025-05-16,Friday,YNOV TOULOUSE,2377,2,8,BLUE,P0216,Sarah Muller,RED,DEFENSE,1,0,4,2,NONE,4,2024/2025,admin,1,ref biased
G19375,2025-07-23,Wednesday,STUDENT HOUSE,780,9,0,RED,P0693,Ana Durand,RED,DEFENSE,5,0,2,10,NONE,7,2024/2025,Discord Bot,,spectacular assist
G014802,2024-03-29,Friday,LAB 204,1080,3,4,BLUE,P0268,Pierre Blanc,BLUE,DEFENSE,1,0,0,5,NO,7,2024/2025,phone,,table slippery
G002559,2023-02-11,Saturday,YNOV TOULOUSE,945,8,1,RED,P0400,Leo Laurent,RED,ATTACK,1,0,2,1,PLAYER1,3,2024/2025,referee,,team spirit high
G009464,2025-11-08,Saturday,CAMPUS - CAFETERIA,720,8,6,RED,P0506,Maya Durand,BLUE,ATTACK,0,0,5,10,NONE,3,2024/2025,camera,2,rage quit
G009873,2025-10-24,Friday,CAMPUS - CAFETERIA,846,5,1,RED,P0241,Lucas Nakamura,BLUE,ATTACK,0,0,1,7,NONE,5,2025,auto_recorder,,ref biased
G020508,2023-05-10,Wednesday,CAMPUS - CAFETERIA,864,10,4,RED,P0086,Morgan Kovacs,BLUE,ATTACK,0,0,4,7,NONE,5,2024/2025,Discord Bot,,no comment
G022823,2023-03-03,Friday,LAB 204,900,10,4,RED,P0085,Lucas Girard,RED,ATTACK,1,0,5,1,NONE,6,2023/2024,auto_recorder,,spectacular assist
G010743,2025-04-28,Monday,CAMPUS - CAFETERIA,840,2,2,DRAW,P0065,Antoine Richard,RED,ATTACK,1,0,3,7,ANA PHILIPPE,6,2024/2025,phone,,
G013600,2025-10-13,Monday,LAB 204,370,7,7,DRAW,P0390,Mateo Muller,BLUE,DEFENSE,7,0,2,6,NONE,3,2024/2025,admin,4,table slippery
G016911,2024-03-08,Friday,BAR LE FOOS,300,4,1,RED,P0573,Antoine Andre,RED,DEFENSE,4,0,2,8,NONE,4,2023/2024,referee,,table slippery
G013282,2023-07-27,Thursday,YNOV TOULOUSE,967,4,3,RED,P0131,Mohamed Richard,BLUE,DEFENSE,2,0,3,5,ISABELLA GARNIER,5,2023/2024,auto_recorder,,
G001648,2023-02-11,Saturday,SALLE POLYVALENTE,1037,4,9,BLUE,P0445,Mateo Martin,RED,DEFENSE,3,0,5,3,NONE,,2024/2025,camera,,no comment
G011587,2025-04-04,Friday,CAFETERIA (1ST FLOOR),711,4,5,BLUE,P0268,Pierre Blanc,BLUE,ATTACK,2,0,2,7,NONE,2,2024/2025,referee,3,beer spilled
G002002,2025-10-13,Monday,CAMPUS - CAFETERIA,857,2,3,BLUE,P0147,Lena Richard,BLUE,ATTACK,2,0,3,2,NONE,3,2025,player phone,3,no comment
G023181,2025-11-14,Friday,LAB 204,1212,9,1,RED,P0059,Mila Thomas,BLUE,DEFENSE,0,0,0,1,NONE,3,2024/2025,referee,3,team spirit high
G015304,2025-09-03,Wednesday,SALLE POLYVALENTE,386,3,8,BLUE,P0022,Morgan Rousseau,BLUE,ATTACK,5,0,3,4,PLAYER1,,2024/2025,referee,3,no comment
G014094,2024-01-12,Friday,LAB 204,480,1,10,BLUE,P0752,Noah Lopez,RED,DEFENSE,5,0,5,7,LUC SCHMIDT,7,2024/2025,player phone,5,team spirit high
G009160,2024-12-20,Friday,YNOV TOULOUSE,1038,0,9,BLUE,P0635,Paul Kovacs,BLUE,ATTACK,9,0,1,7,YES,4,2024/2025,admin,,rage quit
G000245,2024-12-15,Sunday,YNOV TOULOUSE,741,3,10,BLUE,P0094,Pierre Morel,BLUE,ATTACK,2,0,5,2,NONE,4,2025,player phone,,no comment
G005227,2025-12-29,Monday,CAMPUS - CAFETERIA,671,2,8,BLUE,P0051,Sam Schmidt,BLUE,ATTACK,1,2,4,2,NONE,4,2023/2024,camera,,beer spilled
G022310,2023-01-30,Monday,YNOV TOULOUSE,720,9,4,RED,P0370,Jamie Andre,BLUE,ATTACK,4,0,2,9,NONE,7,2024/2025,auto_recorder,,
G011381,2023-05-31,Wednesday,LAB 204,3378,7,2,RED,P0256,Mateo Garnier,RED,ATTACK,1,0,0,7,NONE,8,2025,phone,,team spirit high
G012499,2025-09-02,Tuesday,LAB 204,469,6,9,BLUE,P0052,Pierre Garnier,BLUE,ATTACK,9,0,2,1,NONE,7,2024/2025,Discord Bot,5,team spirit high
G017013,2023-04-07,Friday,YNOV TOULOUSE,1140,8,6,RED,P0114,Diego Faure,RED,DEFENSE,2,0,3,6,SAM ROUSSEAU,4,2025,GoPro,1,amazing comeback!
G014802,2024-03-29,Friday,LAB 204,1080,3,4,BLUE,P0773,Jordan Thomas,RED,ATTACK,1,0,4,10,NO,7,2024/2025,phone,,table slippery
G022683,2023-08-09,Wednesday,CAFETERIA (1ST FLOOR),861,9,7,RED,P0374,Alex Martin,RED,DEFENSE,9,0,3,3,NONE,,2025,phone,,no comment
G014694,2025-03-24,Monday,CAFETERIA (1ST FLOOR),303,0,1,BLUE,P0769,Eric Rousseau,BLUE,ATTACK,1,0,0,9,MATEO GIRARD,,2025,phone,4,team spirit high
G004163,2023-06-20,Tuesday,SALLE POLYVALENTE,600,6,1,RED,P0129,Maria Thomas,BLUE,DEFENSE,0,0,1,5,NONE,,2024/2025,GoPro,3,
G020866,2023-09-28,Thursday,CAMPUS - CAFETERIA,612,0,2,BLUE,P0205,Morgan Nakamura,BLUE,ATTACK,0,0,3,7,NONE,4,2024/2025,Discord Bot,,no comment
G007337,2025-02-10,Monday,BAR LE FOOS,1080,8,7,RED,P0751,Lena Martin,BLUE,ATTACK,1,0,3,1,AVA BLANC,7,2023/2024,Discord Bot,,rage quit
G003661,2023-04-04,Tuesday,GYM HALL,1359,2,8,BLUE,P0083,Eric Rossi,RED,DEFENSE,1,0,4,0,NO,2,2025,GoPro,2,no comment
G016583,2023-11-03,Friday,GYM HALL,648,9,5,RED,P0519,Sofia Silva,BLUE,DEFENSE,2,0,1,5,RILEY MULLER,,2025,phone,,no comment
G011491,2023-04-20,Thursday,YNOV TOULOUSE,1721,1,2,BLUE,P0669,Luc Mercier,BLUE,DEFENSE,0,0,3,5,NONE,2,2025,camera,3,close match
G022221,2025-01-25,Saturday,CAMPUS - CAFETERIA,355,1,0,RED,P0538,Youssef Faure,RED,ATTACK,0,0,1,8,NONE,3,2025,referee,,spectacular assist
G013166,2023-07-20,Thursday,LAB 204,1080,3,6,BLUE,P0775,Casey Rossi,BLUE,DEFENSE,6,0,0,6,NO,8,2024/2025,referee,,spectacular assist
G024862,2025-06-29,Sunday,YNOV TOULOUSE,900,10,9,RED,P0382,Julie Moreau,BLUE,ATTACK,9,0,1,7,NONE,4,2024/2025,phone,2,
G001243,2025-10-14,Tuesday,STUDENT HOUSE,1023,10,0,RED,P0012,Maria Blanc,RED,DEFENSE,9,0,2,1,NONE,7,2024/2025,GoPro,,team spirit high
G023301,2025-07-21,Monday,STUDENT HOUSE,801,4,6,BLUE,P0775,Casey Rossi,BLUE,ATTACK,5,0,0,6,NONE,4,2024/2025,player phone,,close match
G017299,2024-04-30,Tuesday,STUDENT HOUSE,572,2,3,BLUE,P0328,Ava Leroy,BLUE,DEFENSE,3,0,4,0,DIEGO BERNARD,3,2025,admin,,beer spilled
G023944,2023-06-01,Thursday,CAFETERIA (1ST FLOOR),498,8,8,DRAW,P0300,Leo Garcia,RED,ATTACK,2,0,1,7,MILA MOREAU,6,2023/2024,GoPro,,no comment
G016433,2025-01-09,Thursday,LAB 204,2902,6,6,DRAW,P0782,Sam Rossi,BLUE,ATTACK,1,0,3,8,YOUSSEF KOVACS,3,2023/2024,GoPro,,8 goals in one minute
G010204,2024-10-23,Wednesday,YNOV TOULOUSE,2731,2,9,BLUE,P0768,Alex Thomas,BLUE,ATTACK,5,0,1,6,NONE,4,2024/2025,camera,,spectacular assist
G017797,2023-01-05,Thursday,YNOV TOULOUSE,780,1,2,BLUE,P0066,Jamie Girard,RED,ATTACK,0,0,1,8,NONE,8,2024/2025,admin,,spectacular assist
G010740,2024-07-06,Saturday,CAFETERIA (1ST FLOOR),457,4,6,RED,P0521,Liam Kim,BLUE,DEFENSE,2,0,2,3,NONE,,2024/2025,auto_recorder,,table slippery
G003778,2024-06-03,Monday,GYM HALL,1080,5,5,DRAW,P0664,Eric Nakamura,RED,DEFENSE,1,0,3,9,NONE,6,2024/2025,referee,,ref biased
G008677,2025-05-20,Tuesday,STUDENT HOUSE,2314,5,8,BLUE,P0187,Jamie Garcia,RED,DEFENSE,0,0,5,6,LENA KIM,,2025,referee,4,rage quit
G023192,2024-04-09,Tuesday,CAFETERIA (1ST FLOOR),460,2,7,BLUE,P0230,Sam Laurent,RED,ATTACK,1,0,1,6,NONE,,2024/2025,admin,3,rage quit
G020112,2023-09-03,Sunday,SALLE POLYVALENTE,960,6,2,RED,P0125,Paul Martin,BLUE,DEFENSE,2,0,1,0,NONE,3,2024/2025,camera,3,amazing comeback!
G010131,2023-01-20,Friday,YNOV TOULOUSE,819,10,7,RED,P0029,Isabella Laurent,BLUE,ATTACK,0,0,5,10,LUCAS LAURENT,5,2025,GoPro,,8 goals in one minute
G014941,2024-10-04,Friday,LAB 204,351,6,7,BLUE,P0547,Emma Mercier,BLUE,ATTACK,7,0,4,1,NONE,5,2024/2025,Discord Bot,3,8 goals in one minute
G007429,2024-03-21,Thursday,GYM HALL,544,8,8,DRAW,P0629,Riley Martin,BLUE,DEFENSE,7,0,2,0,NONE,,2024/2025,auto_recorder,,table slippery
G019172,2024-04-22,Monday,BAR LE FOOS,988,6,10,BLUE,P0765,Riley Thomas,RED,ATTACK,0,0,2,5,NONE,4,2025,Discord Bot,4,rage quit
G006452,2024-03-28,Thursday,YNOV TOULOUSE,852,4,6,BLUE,P0562,Camille Muller,BLUE,DEFENSE,5,0,5,1,EMMA MULLER,5,2024/2025,camera,,
G009659,2024-07-25,Thursday,YNOV TOULOUSE,480,2,9,BLUE,P0688,Mateo Andre,BLUE,DEFENSE,8,0,1,2,NONE,5,2025,camera,5,no comment
G008445,2023-04-29,Saturday,SALLE POLYVALENTE,2839,8,1,RED,P0102,Taylor Bianchi,BLUE,DEFENSE,1,0,2,10,NONE,7,2024/2025,referee,1,ref biased
G017887,2023-06-11,Sunday,BAR LE FOOS,616,7,9,BLUE,P0402,Alex Kim,RED,ATTACK,3,0,0,5,ANA GARNIER,6,2023/2024,camera,,8 goals in one minute
G015669,2024-11-21,Thursday,YNOV TOULOUSE,753,7,3,RED,P0478,Maria Thomas,BLUE,ATTACK,1,0,2,3,MORGAN MOREL,4,2024/2025,GoPro,2,amazing comeback!
G019861,2023-06-06,Tuesday,CAFETERIA (1ST FLOOR),1041,7,2,RED,P0148,Taylor Faure,BLUE,DEFENSE,1,0,2,2,NONE,2,2023/2024,player phone,3,rage quit
G019170,2024-04-01,Monday,CAMPUS - CAFETERIA,2550,10,4,RED,P0796,Ava Girard,RED,DEFENSE,10,0,3,10,PLAYER1,4,2025,auto_recorder,4,spectacular assist
G002962,2025-04-09,Wednesday,CAFETERIA (1ST FLOOR),688,7,10,BLUE,P0170,Mohamed Girard,RED,DEFENSE,1,0,1,2,ERIC CLEMENT,4,2025,phone,3,8 goals in one minute
G009782,2023-02-08,Wednesday,LAB 204,1020,9,9,DRAW,P0222,Sarah Clement,BLUE,DEFENSE,4,0,1,0,OLIVIA GIRARD,7,2023/2024,camera,3,spectacular assist
G011381,2023-05-31,Wednesday,LAB 204,3378,7,2,RED,P0449,Hugo Silva,RED,DEFENSE,4,0,0,7,NONE,8,2025,phone,,beer spilled
G005041,2024-04-17,Wednesday,YNOV TOULOUSE,360,9,0,RED,P0040,Antoine Rousseau,BLUE,DEFENSE,0,0,4,8,NONE,,2024/2025,GoPro,1,rage quit
G007865,2023-03-27,Monday,SALLE POLYVALENTE,2684,3,6,BLUE,P0386,Luc Richard,BLUE,DEFENSE,0,0,2,5,ANTOINE SCHMIDT,5,2024/2025,player phone,,spectacular assist
G009549,2024-05-26,Sunday,STUDENT HOUSE,480,1,0,RED,P0367,Camille Rossi,RED,ATTACK,0,0,0,3,NONE,7,2023/2024,phone,,table slippery
G005666,2025-04-12,Saturday,CAFETERIA (1ST FLOOR),688,7,4,RED,P0012,Maria Blanc,BLUE,ATTACK,1,0,0,3,NOAH MOREAU,4,2024/2025,camera,,no comment
G009422,2024-10-01,Tuesday,STUDENT HOUSE,2480,5,4,RED,P0029,Isabella Laurent,RED,DEFENSE,3,0,4,4,HUGO MARTIN,7,2024/2025,admin,2,no comment
G023481,2023-02-15,Wednesday,YNOV TOULOUSE,1661,3,8,BLUE,P0656,Lucas Martin,BLUE,ATTACK,6,0,3,8,NONE,7,2025,referee,3,close match
G023301,2025-07-21,Monday,STUDENT HOUSE,801,4,6,BLUE,P0517,Sofia Durand,BLUE,DEFENSE,6,0,4,1,NONE,4,2024/2025,player phone,,spectacular assist
G020929,2025-02-18,Tuesday,CAMPUS - CAFETERIA,839,4,3,RED,P0035,Sofia Martin,RED,ATTACK,4,0,5,2,NONE,4,2025,phone,1,8 goals in one minute
G014744,2025-12-23,Tuesday,YNOV TOULOUSE,3371,9,0,RED,P0428,Ethan Moreau,RED,DEFENSE,1,0,2,2,DIEGO GIRARD,4,2024/2025,admin,3,close match
G003825,2023-05-29,Monday,STUDENT HOUSE,2055,3,7,BLUE,P0593,Mohamed Morel,RED,ATTACK,1,0,0,0,NONE,8,2023/2024,auto_recorder,3,close match
G016480,2024-03-17,Sunday,YNOV TOULOUSE,1087,6,4,RED,P0031,Antoine Mercier,BLUE,DEFENSE,3,0,3,1,RILEY ROUSSEAU,5,2024/2025,referee,3,close match
G013816,2024-05-21,Tuesday,YNOV TOULOUSE,420,1,6,BLUE,P0060,Hugo Rossi,RED,ATTACK,0,0,5,6,NONE,7,2023/2024,player phone,,spectacular assist
G020212,2024-05-30,Thursday,CAMPUS - CAFETERIA,742,3,2,RED,P0538,Youssef Faure,RED,DEFENSE,3,0,0,3,NONE,3,2024/2025,admin,,no comment
G013166,2023-07-20,Thursday,LAB 204,1080,3,6,BLUE,P0298,Noah Girard,BLUE,ATTACK,4,0,3,6,NO,8,2024/2025,referee,,
G014506,2023-03-19,Sunday,CAMPUS - CAFETERIA,495,2,9,BLUE,P0354,Alex Kovacs,RED,ATTACK,1,0,2,7,YOUSSEF BIANCHI,3,2024/2025,referee,3,team spirit high
G004195,2024-04-12,Friday,SALLE POLYVALENTE,2247,9,0,RED,P0552,Emma Petit,RED,DEFENSE,6,0,1,8,CHLOE LEROY,,2023/2024,phone,,rage quit
G001444,2024-03-04,Monday,YNOV TOULOUSE,620,7,1,RED,P0007,Sam Philippe,RED,ATTACK,1,0,5,6,YES,7,2023/2024,Discord Bot,,
G011077,2023-10-02,Monday,LAB 204,611,8,5,RED,P0146,Lucas Moreau,RED,DEFENSE,0,0,0,5,OLIVIA MOREL,4,2025,referee,3,rage quit
G008539,2023-07-04,Tuesday,CAMPUS - CAFETERIA,668,1,0,RED,P0096,Antoine Nakamura,BLUE,ATTACK,0,0,1,5,MOHAMED ROUSSEAU,5,2024/2025,player phone,,amazing comeback!
G017764,2023-08-18,Friday,SALLE POLYVALENTE,571,2,1,RED,P0670,Chloe Lopez,BLUE,DEFENSE,0,0,0,6,NONE,4,2024/2025,GoPro,3,ref biased
G020717,2025-11-02,Sunday,CAMPUS - CAFETERIA,1020,3,3,DRAW,P0268,Pierre Blanc,RED,ATTACK,1,0,0,5,NONE,2,2024/2025,camera,,close match
G019789,2025-11-13,Thursday,YNOV TOULOUSE,470,5,7,BLUE,P0219,Jamie Lopez,RED,DEFENSE,2,0,1,4,EMMA GARCIA,,2025,Discord Bot,1,
G022817,2024-05-05,Sunday,LAB 204,594,5,9,BLUE,P0743,Antoine Robert,RED,DEFENSE,3,0,3,4,NONE,8,2024/2025,referee,,
G019965,2023-06-30,Friday,YNOV TOULOUSE,360,0,10,BLUE,P0627,Lena Philippe,RED,DEFENSE,0,0,4,8,NONE,,2023/2024,GoPro,,ref biased
G024597,2025-04-26,Saturday,CAMPUS - CAFETERIA,600,9,7,RED,P0372,Camille Mercier,RED,DEFENSE,1,0,2,6,NONE,4,2024/2025,camera,,beer spilled
G004172,2023-01-05,Thursday,SALLE POLYVALENTE,1105,7,0,RED,P0147,Lena Richard,BLUE,DEFENSE,0,0,4,0,NONE,2,2024/2025,player phone,3,
G019861,2023-06-06,Tuesday,CAFETERIA (1ST FLOOR),1041,7,2,RED,P0268,Pierre Blanc,RED,DEFENSE,1,0,5,5,NONE,2,2023/2024,player phone,3,close match
G000399,2024-10-11,Friday,BAR LE FOOS,300,5,10,BLUE,P0373,Olivia Garcia,BLUE,ATTACK,10,0,1,5,ALEX NAKAMURA,2,2025,Discord Bot,5,amazing comeback!
G019653,2024-05-01,Wednesday,YNOV TOULOUSE,636,6,8,BLUE,P0272,Mila Durand,RED,DEFENSE,5,0,1,10,NONE,,2024/2025,admin,3,rage quit
G000661,2023-11-07,Tuesday,GYM HALL,2626,4,0,RED,P0287,Julie Garcia,BLUE,DEFENSE,0,0,2,3,NONE,5,2024/2025,Discord Bot,,close match
G005917,2025-03-13,Thursday,CAFETERIA (1ST FLOOR),1972,9,3,RED,P0175,Ava Martin,RED,DEFENSE,5,0,3,9,CAMILLE MOREL,8,2025,GoPro,,ref biased
G022803,2025-11-05,Wednesday,YNOV TOULOUSE,540,3,3,DRAW,P0289,Lucas Andre,BLUE,DEFENSE,3,0,2,3,SOFIA CLEMENT,3,2023/2024,referee,5,
G024347,2025-07-31,Thursday,LAB 204,514,3,9,BLUE,P0237,Julie Andre,BLUE,ATTACK,4,0,5,0,PLAYER1,8,2024/2025,auto_recorder,5,team spirit high
G015304,2025-09-03,Wednesday,SALLE POLYVALENTE,386,3,8,BLUE,P0302,Carlos Garcia,RED,DEFENSE,3,0,5,9,PLAYER1,,2024/2025,referee,3,
G011777,2025-09-04,Thursday,SALLE POLYVALENTE,1216,5,7,BLUE,P0196,Luc Nakamura,BLUE,DEFENSE,5,0,1,6,NONE,,2024/2025,player phone,3,ref biased
G017234,2025-10-06,Monday,LAB 204,300,4,1,RED,P0126,Carlos Richard,BLUE,DEFENSE,1,2,3,3,SOFIA DURAND,,2025,GoPro,1,ref biased
G014175,2023-12-18,Monday,SALLE POLYVALENTE,1450,8,6,RED,P0244,Paul Schmidt,BLUE,DEFENSE,1,0,1,5,NONE,6,2023/2024,GoPro,,
G003012,2023-11-03,Friday,YNOV TOULOUSE,540,5,7,BLUE,P0375,Sarah Thomas,BLUE,ATTACK,3,0,3,2,NONE,2,2024/2025,phone,,close match
G015127,2025-03-24,Monday,CAMPUS - CAFETERIA,420,0,7,BLUE,P0161,Sarah Silva,RED,DEFENSE,0,0,3,7,ANTOINE KIM,3,2024/2025,admin,2,
G000399,2024-10-11,Friday,BAR LE FOOS,300,5,10,BLUE,P0216,Sarah Muller,RED,ATTACK,3,0,4,6,ALEX NAKAMURA,2,2025,Discord Bot,5,spectacular assist
G008702,2025-10-31,Friday,YNOV TOULOUSE,853,2,5,BLUE,P0072,Taylor Garnier,RED,DEFENSE,2,0,5,4,JULIE SILVA,4,2024/2025,admin,1,ref biased
G009247,2023-06-19,Monday,STUDENT HOUSE,2208,1,10,BLUE,P0014,Ethan Moreau,BLUE,DEFENSE,3,0,2,9,CHRIS LOPEZ,8,2023/2024,camera,5,
G011254,2024-12-10,Tuesday,CAFETERIA (1ST FLOOR),1125,7,7,DRAW,P0632,Maya Silva,BLUE,DEFENSE,1,0,3,5,NONE,3,2024/2025,camera,,spectacular assist
G012508,2024-11-10,Sunday,YNOV TOULOUSE,840,5,9,BLUE,P0460,Isabella Leroy,RED,DEFENSE,3,0,3,8,TAYLOR LEROY,6,2023/2024,phone,2,close match
G024213,2025-05-01,Thursday,YNOV TOULOUSE,595,6,4,RED,P0466,Casey Rossi,BLUE,ATTACK,3,0,0,0,CASEY FAURE,3,2024/2025,auto_recorder,,close match
G022113,2024-05-07,Tuesday,LAB 204,850,8,4,RED,P0105,Mohamed Clement,BLUE,ATTACK,1,0,1,9,NONE,6,2023/2024,player phone,4,ref biased
G012915,2023-05-12,Friday,SALLE POLYVALENTE,360,10,8,RED,P0702,Emma Muller,BLUE,DEFENSE,2,0,0,4,NONE,5,2024/2025,GoPro,,team spirit high
G004163,2023-06-20,Tuesday,SALLE POLYVALENTE,600,6,1,RED,P0537,Carlos Clement,RED,DEFENSE,2,0,2,6,NONE,,2024/2025,GoPro,3,8 goals in one minute
G006786,2024-12-23,Monday,STUDENT HOUSE,501,2,9,BLUE,P0080,Paul Bernard,BLUE,DEFENSE,3,0,0,0,NOAH MERCIER,7,2024/2025,camera,2,
G024627,2023-06-15,Thursday,BAR LE FOOS,960,4,2,RED,P0445,Mateo Martin,RED,ATTACK,1,0,5,0,NONE,8,2023/2024,phone,1,8 goals in one minute
G018349,2023-01-15,Sunday,BAR LE FOOS,1111,2,5,BLUE,P0012,Maria Blanc,RED,ATTACK,0,0,1,7,NONE,2,2024/2025,admin,2,
G018180,2024-02-22,Thursday,GYM HALL,734,6,6,DRAW,P0443,Emma Clement,RED,DEFENSE,4,0,5,10,NONE,5,2024/2025,auto_recorder,,beer spilled
G004195,2024-04-12,Friday,SALLE POLYVALENTE,2247,9,0,RED,P0472,Diego Andre,RED,DEFENSE,7,0,0,0,CHLOE LEROY,,2023/2024,phone,,8 goals in one minute
G013101,2023-10-02,Monday,BAR LE FOOS,780,8,3,RED,P0591,Sofia Girard,RED,ATTACK,6,0,3,2,NONE,3,2024/2025,Discord Bot,4,beer spilled
G020139,2023-11-13,Monday,YNOV TOULOUSE,300,9,8,RED,P0637,Pierre Lopez,BLUE,DEFENSE,6,0,0,9,NONE,3,2024/2025,auto_recorder,,amazing comeback!
G010522,2024-03-04,Monday,STUDENT HOUSE,2887,1,6,BLUE,P0656,Lucas Martin,RED,ATTACK,0,0,3,0,PAUL GARNIER,2,2023/2024,auto_recorder,,spectacular assist
G011154,2024-04-04,Thursday,YNOV TOULOUSE,813,2,8,BLUE,P0406,Ethan Silva,BLUE,DEFENSE,1,0,4,7,ANA KOVACS,7,2023/2024,phone,,no comment
G012701,2025-05-01,Thursday,SALLE POLYVALENTE,480,8,8,DRAW,P0017,Sarah Leroy,BLUE,DEFENSE,4,0,3,6,NONE,8,2023/2024,GoPro,1,8 goals in one minute
G015071,2025-01-01,Wednesday,STUDENT HOUSE,1413,10,10,DRAW,P0551,Ana Kim,BLUE,DEFENSE,7,0,2,0,NONE,2,2025,Discord Bot,,close match
G011795,2023-05-22,Monday,GYM HALL,866,4,6,BLUE,P0346,Riley Silva,BLUE,DEFENSE,1,0,3,8,YES,3,2024/2025,auto_recorder,2,ref biased
G010522,2024-03-04,Monday,STUDENT HOUSE,2887,1,6,BLUE,P0061,Isabella Clement,BLUE,DEFENSE,1,0,1,9,PAUL GARNIER,2,2023/2024,auto_recorder,,close match
G004893,2024-03-06,Wednesday,STUDENT HOUSE,539,0,7,BLUE,P0742,Sam Silva,BLUE,ATTACK,2,0,2,6,NONE,,2024/2025,Discord Bot,3,beer spilled
G012945,2025-10-16,Thursday,GYM HALL,978,3,7,BLUE,P0263,Mila Petit,BLUE,ATTACK,5,0,2,3,NONE,6,2024/2025,player phone,3,close match
G023651,2023-12-19,Tuesday,GYM HALL,766,9,8,RED,P0085,Lucas Girard,RED,DEFENSE,4,0,4,6,NONE,5,2023/2024,Discord Bot,1,8 goals in one minute
G022788,2023-10-19,Thursday,LAB 204,633,5,4,RED,P0048,Isabella Richard,BLUE,ATTACK,2,0,3,2,NONE,4,2024/2025,auto_recorder,3,table slippery
G013166,2023-07-20,Thursday,LAB 204,1080,3,6,BLUE,P0567,Camille Kovacs,RED,DEFENSE,3,0,3,4,NO,8,2024/2025,referee,,no comment
G012478,2025-08-07,Thursday,LAB 204,754,6,9,BLUE,P0288,Julien Garcia,RED,DEFENSE,5,0,0,2,ALEX NAKAMURA,4,2024/2025,GoPro,,table slippery
G009418,2024-05-29,Wednesday,SALLE POLYVALENTE,540,4,1,RED,P0551,Ana Kim,RED,DEFENSE,0,0,5,7,YES,2,2024/2025,auto_recorder,,
G005917,2025-03-13,Thursday,CAFETERIA (1ST FLOOR),1972,9,3,RED,P0290,Olivia Laurent,BLUE,DEFENSE,2,0,3,10,CAMILLE MOREL,8,2025,GoPro,,
G012107,2025-03-25,Tuesday,SALLE POLYVALENTE,805,6,8,BLUE,P0198,Hugo Rousseau,RED,DEFENSE,2,0,3,1,NONE,4,2024/2025,admin,,
G001495,2023-03-21,Tuesday,BAR LE FOOS,3336,7,8,BLUE,P0253,Chloe Muller,RED,ATTACK,1,0,0,5,NONE,3,2024/2025,referee,,table slippery
G014043,2023-05-03,Wednesday,BAR LE FOOS,600,6,5,RED,P0463,Chloe Moreau,RED,DEFENSE,5,2,2,2,NONE,8,2024/2025,GoPro,1,team spirit high
G008958,2024-11-17,Sunday,GYM HALL,1107,1,10,BLUE,P0269,Ava Girard,BLUE,DEFENSE,7,0,4,9,SARAH ROUSSEAU,4,2024/2025,Discord Bot,3,8 goals in one minute
G022016,2025-12-21,Sunday,SALLE POLYVALENTE,860,9,10,BLUE,P0694,Ethan Rousseau,BLUE,DEFENSE,5,0,5,2,YES,2,2024/2025,Discord Bot,1,close match
G005336,2023-11-27,Monday,BAR LE FOOS,600,1,10,BLUE,P0514,Leo Philippe,RED,DEFENSE,1,0,5,0,ANA BIANCHI,2,2024/2025,phone,2,table slippery
G003405,2025-09-17,Wednesday,GYM HALL,2641,0,5,BLUE,P0661,Liam Faure,BLUE,DEFENSE,0,0,4,8,CARLOS KIM,2,2024/2025,phone,,ref biased
G015816,2025-10-09,Thursday,LAB 204,3200,3,6,BLUE,P0496,Chris Richard,RED,ATTACK,1,0,0,6,NONE,5,2025,GoPro,,amazing comeback!
G015127,2025-03-24,Monday,CAMPUS - CAFETERIA,420,0,7,BLUE,P0346,Riley Silva,BLUE,DEFENSE,4,0,3,4,ANTOINE KIM,3,2024/2025,admin,2,ref biased
G014058,2024-08-13,Tuesday,YNOV TOULOUSE,2340,4,7,BLUE,P0390,Mateo Muller,BLUE,ATTACK,5,0,3,10,NONE,8,2023/2024,GoPro,,ref biased
G014058,2024-08-13,Tuesday,YNOV TOULOUSE,2340,4,7,BLUE,P0186,Mila Garnier,RED,DEFENSE,1,0,3,0,NONE,8,2023/2024,GoPro,,rage quit
G010360,2023-09-14,Thursday,STUDENT HOUSE,359,6,3,RED,P0190,Taylor Philippe,RED,DEFENSE,6,0,1,9,CHRIS KIM,5,2023/2024,GoPro,2,8 goals in one minute
G022499,2025-12-12,Friday,CAMPUS - CAFETERIA,303,8,9,BLUE,P0091,Leo Clement,RED,ATTACK,2,0,1,0,ANA LOPEZ,6,2025,player phone,,
G002702,2024-05-21,Tuesday,YNOV TOULOUSE,314,0,2,BLUE,P0732,Maria Thomas,BLUE,DEFENSE,1,0,2,4,NONE,4,2024/2025,Discord Bot,5,no comment
G009160,2024-12-20,Friday,YNOV TOULOUSE,1038,0,9,BLUE,P0726,Chloe Lopez,BLUE,DEFENSE,3,0,0,1,YES,4,2024/2025,admin,,table slippery
G003530,2025-01-09,Thursday,YNOV TOULOUSE,449,0,7,BLUE,P0181,Chris Blanc,RED,DEFENSE,0,0,2,7,NONE,8,2024/2025,auto_recorder,,no comment
